NOMBRE;ESTADO;MASA;DESCUBRIMIENTO;ACTUALIZACION;ESTADO_PUBLICACION;TIPO_DETECCION;RA;DEC;DISTANCIA_ESTRELLA;MASA_ESTRELLA
HD 216435 b;Confirmed;1.26;2002;1/15/2016;Published in a refereed paper;Radial Velocity;343.4041667;-48.5980556;33.3;1.3
HD 216437 b;Confirmed;1.82;2002;12/30/2010;Published in a refereed paper;Radial Velocity;343.6625;-70.0736111;26.5;1.06
HD 216536 b;Confirmed;1.47;2015;1/10/2016;Published in a refereed paper;Radial Velocity;338.95;44.4777778;32.25;1.36
HD 216770 b;Confirmed;0.65;2003;12/30/2010;Published in a refereed paper;Radial Velocity;343.9708333;-26.6586111;38;0.9
HD 21693 b;Confirmed;0.0322;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;51.8;-58.3236111;32.4;0.94
HD 21693 c;Confirmed;0.06472;2011;9/12/2011;Published in a refereed paper;Radial Velocity;51.8;-58.3236111;32.4;0.98
HD 217107 b;Confirmed;1.33;1998;3/02/2017;Published in a refereed paper;Radial Velocity;344.5625;-2.395;19.72;1.02
HD 217107 c;Confirmed;2.49;1998;3/02/2017;Published in a refereed paper;Radial Velocity;344.5625;-2.395;19.72;1.02
HD 217786 b;Confirmed;13;2010;12/20/2010;Published in a refereed paper;Radial Velocity;345.7833333;0.4297222;54.8;1.02
HD 218566 b;Confirmed;0.21;2010;11/19/2010;Published in a refereed paper;Radial Velocity;347.2958333;-2.2608333;29.94;0.85
HD 219077 b;Confirmed;10.39;2012;1/17/2013;Published in a refereed paper;Radial Velocity;348.5292;-62.7;29.35;1.05
HD 219134 b;Confirmed;0.012;2015;11/25/2015;Published in a refereed paper;Primary Transit;348.3208333;57.16833334;6.55;1.042857143
HD 219134 c;Confirmed;0.011;2015;11/17/2015;Published in a refereed paper;Radial Velocity;348.3208333;57.16833334;6.55;1.035714286
HD 219134 d;Confirmed;0.067;2015;11/17/2015;Published in a refereed paper;Radial Velocity;348.3208333;57.16833334;6.55;1.028571429
HD 219134 e;Confirmed;0.2;2015;2/09/2018;Published in a refereed paper;Radial Velocity;348.3208333;57.16833334;6.55;1.021428571
HD 219134 g;Confirmed;0.034;2015;11/17/2015;Published in a refereed paper;Radial Velocity;348.3208333;57.16833334;6.55;1.014285714
HD 219134 h;Confirmed;0.28;2015;2/18/2016;Published in a refereed paper;Radial Velocity;348.3208333;57.16833334;6.55;1.007142857
HD 219415 b;Confirmed;1;2012;1/17/2013;Published in a refereed paper;Radial Velocity;348.725;56.7303;43.825;1
HD 219828 b;Confirmed;0.0661;2007;5/24/2016;Published in a refereed paper;Radial Velocity;349.6958333;18.6458333;81.1;1.24
HD 219828 c;Confirmed;15.1;2016;6/08/2017;Published in a refereed paper;Radial Velocity;349.6958333;18.6458333;81.1;1.24
HD 220074 b;Confirmed;11.1;2012;11/13/2012;Published in a refereed paper;Radial Velocity;350.0583;61.97;290.2;1.2
HD 220689 b;Confirmed;1.06;2011;5/21/2014;Submitted to a professional journal;Radial Velocity;351.4708333;-20.6161111;44.6;1.18
HD 220773 b;Confirmed;1.45;2012;2/04/2012;Published in a refereed paper;Radial Velocity;351.6125;8.6438889;49;1.16
HD 220842 b;Confirmed;3.18;2016;2/17/2016;Published in a refereed paper;Radial Velocity;351.6541667;56.88666669;62.5;1.13
HD 221287 b;Confirmed;3.09;2007;8/30/2014;Published in a refereed paper;Radial Velocity;352.8333333;-58.2097222;52.9;1.25
HD 221585 b;Confirmed;1.61;2016;4/29/2016;Published in a refereed paper;Radial Velocity;353.225;63.15548056;68.2;1.19
HD 222076 b;Confirmed;1.56;2016;6/29/2017;Published in a refereed paper;Radial Velocity;354.5333333;-70.90333335;83.5;1.07
HD 222155 b;Confirmed;1.9;2012;5/25/2012;Published in a refereed paper;Radial Velocity;354.5;48.9963889;49.1;1.13
HD 222582 b;Confirmed;7.75;1999;1/15/2016;Published in a refereed paper;Radial Velocity;355.4625;-5.9855556;42;0.99
HD 224538 b;Confirmed;5.97;2016;4/02/2016;Published in a refereed paper;Radial Velocity;359.7166667;-61.58666668;77.76;1.54
HD 224693 b;Confirmed;0.71;2006;4/18/2006;Published in a refereed paper;Radial Velocity;359.975;-22.4280556;94;1.33
HD 22781 b;Confirmed;13.65;2011;11/04/2011;Published in a refereed paper;Radial Velocity;55.2083333;31.8263889;31.79;0.75
HD 23079 b;Confirmed;2.45;2001;1/21/2016;Published in a refereed paper;Radial Velocity;54.9291667;-52.9158333;34.8;1.1
HD 23127 b;Confirmed;1.5;2007;1/14/2016;Published in a refereed paper;Radial Velocity;54.85;-60.0777778;89.1;1.13
HD 231701 b;Confirmed;1.08;2007;2/02/2016;Submitted to a professional journal;Radial Velocity;293.0166667;16.4741667;108.4;1.14
HD 233604 b;Confirmed;6.575;2013;4/30/2013;Published in a refereed paper;Radial Velocity;137.4542;53.5681;80.2;1.5
HD 23596 b;Confirmed;8.1;2002;12/30/2010;Published in a refereed paper;Radial Velocity;57;40.5305556;52;1.27
HD 238914 b;Confirmed;6;2018;1/16/2018;Published in a refereed paper;Radial Velocity;279.5833333;59.2538889;590;1.47
HD 240210 b;Confirmed;6.9;2009;8/27/2014;Published in a refereed paper;Radial Velocity;347.6208333;57.0294444;143;1.25
HD 240237 b;Confirmed;5.3;2010;10/11/2011;Submitted to a professional journal;Radial Velocity;348.925;58.0433333;1500;1.69
HD 24040 b;Confirmed;4.01;2006;5/25/2012;Submitted to a professional journal;Radial Velocity;57.5958333;17.4763889;46.51;1.18
HD 24064 b;Confirmed;9.4;2015;10/01/2015;Published in a refereed paper;Radial Velocity;59.15000001;74.08000001;264.4;1
HD 25171 b;Confirmed;0.95;2010;12/20/2010;Published in a refereed paper;Radial Velocity;58.9541667;-65.1866667;55;1.09
HD 2638 b;Confirmed;0.48;2005;9/03/2016;Published in a refereed paper;Radial Velocity;7.4958333;-5.7638889;53.71;0.93
HD 27442 b;Confirmed;1.35;2000;4/08/2011;Published in a refereed paper;Radial Velocity;64.1208333;-59.3019444;18.1;1.2
HD 27631 b;Confirmed;1.45;2011;11/29/2012;Submitted to a professional journal;Radial Velocity;64.9375;-41.9602778;45.5;1
HD 27894 b;Confirmed;0.665;2005;6/25/2017;Published in a refereed paper;Radial Velocity;65.1958333;-59.4108333;42.37;0.8
HD 27894 c;Confirmed;0.162;2017;6/25/2017;Published in a refereed paper;Radial Velocity;65.1958333;-59.4108333;42.37;0.8
HD 27894 d;Confirmed;5.415;2017;6/25/2017;Published in a refereed paper;Radial Velocity;65.1958333;-59.4108333;42.37;0.8
HD 28185 b;Confirmed;5.7;2001;12/20/2010;Published in a refereed paper;Radial Velocity;66.6083333;-10.5505556;39.4;1.24
HD 28254 b;Confirmed;1.16;2009;9/08/2010;Submitted to a professional journal;Radial Velocity;66.2125;-50.6222222;56.2;1.06
HD 283668 b;Confirmed;53.4;2016;2/10/2016;Published in a refereed paper;Radial Velocity;66.97083335;24.44472224;42.3;0.68
HD 284149 b;Confirmed;32;2014;7/31/2014;Published in a refereed paper;Imaging;61.66250001;20.30305556;108.2;1.14
HD 285507 b;Confirmed;0.917;2013;6/14/2015;Published in a refereed paper;Radial Velocity;61.75416667;15.33500001;41.3;0.734
HD 28678 b;Confirmed;1.7;2011;9/02/2011;Published in a refereed paper;Radial Velocity;67.8541667;4.5752778;227;1.74
HD 29021 b;Confirmed;2.4;2017;6/29/2017;Published in a refereed paper;Radial Velocity;69.46750002;60.67619447;30.6;0.85
HD 290327 b;Confirmed;2.54;2009;9/08/2010;Submitted to a professional journal;Radial Velocity;80.8416667;-2.2775;54.9;0.9
HD 2952 b;Confirmed;1.6;2013;5/25/2014;Published in a refereed paper;Radial Velocity;8.2917;54.895;115.2;2.54
HD 30177 b;Confirmed;8.07;2002;12/08/2016;Published in a refereed paper;Radial Velocity;70.475;-58.0205556;54.7;1.05
HD 30177 c;Confirmed;3;2016;12/09/2016;Published in a refereed paper;Radial Velocity;70.475;-58.0205556;54.7;1.05
HD 30562 b;Confirmed;1.29;2009;9/25/2009;Published in a refereed paper;Radial Velocity;72.15;-5.6741667;26.5;1.219
HD 30669 b;Confirmed;0.47;2014;6/14/2015;Published in a refereed paper;Radial Velocity;72.12083334;-28.41916668;57;0.92
HD 30856 b;Confirmed;1.8;2011;9/02/2011;Published in a refereed paper;Radial Velocity;72.575;-24.3688889;118.1;1.35
HD 31253 b;Confirmed;0.5;2010;11/19/2010;Published in a refereed paper;Radial Velocity;73.6833333;12.3522222;53.82;1.23
HD 31527 b;Confirmed;0.0363;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;73.9083333;-23.2419444;38.6;1.1425
HD 31527 c;Confirmed;0.0498;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;73.9083333;-23.2419444;38.6;1.055
HD 31527 d;Confirmed;0.0519;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;73.9083333;-23.2419444;38.6;0.9675
HD 3167 b;Confirmed;0.0158;2016;6/26/2017;Published in a refereed paper;Primary Transit;8.739666686;4.381472241;45.8;0.88
HD 3167 c;Confirmed;0.0308;2016;6/28/2017;Published in a refereed paper;Primary Transit;8.739666686;4.381472241;45.8;0.88
HD 3167 d;Confirmed;0.0217;2017;6/28/2017;Published in a refereed paper;Radial Velocity;8.739666686;4.381472241;45.8;0.88
HD 32518 b;Confirmed;3.04;2009;8/13/2009;Published in a refereed paper;Radial Velocity;77.4041667;69.6394444;117.4;1.13
HD 32963 b;Confirmed;0.7;2015;12/02/2015;Published in a refereed paper;Radial Velocity;76.98333335;26.32805557;83.8;0.94
HD 330075 b;Confirmed;0.62;2004;2/25/2015;Published in a refereed paper;Radial Velocity;237.4041667;-49.9633333;50.2;0.95
HD 33142 b;Confirmed;1.3;2011;9/02/2011;Published in a refereed paper;Radial Velocity;76.9;-13.9863889;126;1.48
HD 33283 b;Confirmed;0.33;2006;2/16/2015;Published in a refereed paper;Radial Velocity;77.0041667;-26.7972222;86;1.24
HD 33564 b;Confirmed;9.1;2005;12/23/2010;Published in a refereed paper;Radial Velocity;80.6375;79.2311111;20.98;1.25
HD 33844 b;Confirmed;1.96;2013;12/24/2015;Published in a refereed paper;Radial Velocity;78.15000001;-13.04888887;100.9;1.75
HD 33844 c;Confirmed;1.75;2015;12/24/2015;Published in a refereed paper;Radial Velocity;78.15000001;-13.04888887;100.9;1.75
HD 34445 b;Confirmed;0.629;2004;11/06/2017;Submitted to a professional journal;Radial Velocity;79.4208333;7.3533333;46.5;1.07
HD 34445 c;Confirmed;0.168;2017;11/06/2017;Published in a refereed paper;Radial Velocity;79.4208333;7.3533333;46.5;1.07
HD 34445 d;Confirmed;0.097;2017;11/06/2017;Published in a refereed paper;Radial Velocity;79.4208333;7.3533333;46.5;1.07
HD 34445 e;Confirmed;0.0529;2017;11/06/2017;Published in a refereed paper;Radial Velocity;79.4208333;7.3533333;46.5;1.07
HD 34445 f;Confirmed;0.119;2017;11/06/2017;Published in a refereed paper;Radial Velocity;79.4208333;7.3533333;46.5;1.07
HD 34445 g;Confirmed;0.38;2017;11/06/2017;Published in a refereed paper;Radial Velocity;79.4208333;7.3533333;46.5;1.07
HD 35759 b;Confirmed;3.76;2016;2/17/2016;Published in a refereed paper;Radial Velocity;82.88750001;64.2827778;72.5;1.15
HD 3651 b;Confirmed;0.231;2003;2/01/2016;Published in a refereed paper;Radial Velocity;9.8375;21.2502778;11;0.79
HD 3651 c;Confirmed;0.09;2013;7/04/2013;Published in a refereed paper;Radial Velocity;9.8375;21.2502778;11;0.79
HD 37124 b;Confirmed;0.675;1999;5/20/2013;Published in a refereed paper;Radial Velocity;84.2583333;20.7305556;33;0.83
HD 37124 c;Confirmed;0.652;2005;5/20/2013;Published in a refereed paper;Radial Velocity;84.2583333;20.7305556;33;0.83
HD 37124 d;Confirmed;0.696;2003;5/20/2013;Published in a refereed paper;Radial Velocity;84.2583333;20.7305556;33;0.83
HD 37605 b;Confirmed;2.813;2004;10/29/2012;Published in a refereed paper;Radial Velocity;85.0041667;6.0605556;44;1
HD 37605 c;Confirmed;3.366;2012;10/29/2012;Published in a refereed paper;Radial Velocity;85.0041667;6.0605556;44;1
HD 38283 b;Confirmed;0.34;2011;4/13/2011;Published in a refereed paper;Radial Velocity;84.2583333;-73.6994444;37.7;1.085
HD 38529 b;Confirmed;0.93;2000;5/11/2011;Published in a refereed paper;Radial Velocity;86.6416667;1.1680556;39.28;1.48
HD 38529 c;Confirmed;23.7;2002;5/26/2014;Published in a refereed paper;Radial Velocity;86.6416667;1.1680556;39.28;1.48
HD 38801 b;Confirmed;10.7;2010;12/15/2010;Published in a refereed paper;Radial Velocity;86.9958333;-8.3277778;99.4;1.36
HD 38858 b;Confirmed;0.0961;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;87.1458333;-4.0947222;15.2;1.23
HD 39091 b;Confirmed;10.3;2001;1/01/2011;Published in a refereed paper;Radial Velocity;84.2875;-80.4688889;18.32;1.1
HD 39194 b;Confirmed;0.0117;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;86.1333333;-70.1436111;25.9;1.095
HD 39194 c;Confirmed;0.0187;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;86.1333333;-70.1436111;25.9;1.09
HD 39194 d;Confirmed;0.0162;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;86.1333333;-70.1436111;25.9;1.085
HD 39392 b;Confirmed;13.2;2016;2/10/2016;Published in a refereed paper;Radial Velocity;88.32916667;22.07222223;94.2;1.08
HD 40307 b;Confirmed;0.012;2008;10/26/2015;Published in a refereed paper;Radial Velocity;88.5166667;-60.0233333;12.8;0.77
HD 40307 c;Confirmed;0.0202;2008;2/15/2016;Published in a refereed paper;Radial Velocity;88.5166667;-60.0233333;12.8;0.77
HD 40307 d;Confirmed;0.0275;2008;11/13/2015;Published in a refereed paper;Radial Velocity;88.5166667;-60.0233333;12.8;0.77
HD 40307 e;Confirmed;0.011;2012;5/21/2014;Published in a refereed paper;Radial Velocity;88.5166667;-60.0233333;12.8;0.77
HD 40307 f;Confirmed;0.0114;2012;10/26/2015;Published in a refereed paper;Radial Velocity;88.5166667;-60.0233333;12.8;0.77
HD 40307 g;Confirmed;0.0223;2012;5/21/2014;Published in a refereed paper;Radial Velocity;88.5166667;-60.0233333;12.8;0.77
HD 40956 b;Confirmed;2.7;2017;11/17/2017;Published in a refereed paper;Radial Velocity;91.66250001;63.4538889;118;2
HD 40979 b;Confirmed;4.01;2002;2/01/2016;Published in a refereed paper;Radial Velocity;91.1208333;44.2602778;33.3;1.1
HD 41004 A b;Confirmed;2.54;2004;11/21/2012;Published in a refereed paper;Radial Velocity;89.9541667;-48.2394444;42.5;0.7
HD 41004 B b;Confirmed;18.4;2004;2/16/2015;Published in a refereed paper;Radial Velocity;89.9583333;-48.2397222;43.03;0.4
HD 4113 b;Confirmed;1.56;2007;12/17/2010;Published in a refereed paper;Radial Velocity;10.8041667;-37.9825;44;0.99
HD 41248 c;Confirmed;0.0223;2013;8/18/2017;Published in a refereed paper;Other;90.1375;-56.1619;52.38;0.92
HD 42012 b;Confirmed;1.6;2017;6/29/2017;Published in a refereed paper;Radial Velocity;92.48541669;34.13530556;37.1;0.83
HD 4203 b;Confirmed;1.82;2001;1/11/2014;Published in a refereed paper;Radial Velocity;11.1708333;20.4488889;77.5;1.13
HD 4203 c;Confirmed;2.17;2014;1/11/2014;Published in a refereed paper;Radial Velocity;11.1708333;20.4488889;77.5;1.13
HD 4208 b;Confirmed;0.804;2001;1/21/2016;Published in a refereed paper;Radial Velocity;11.1083333;-26.5155556;33.9;0.87
HD 42618 b;Confirmed;0.0453;2016;7/11/2016;Published in a refereed paper;Radial Velocity;93.00416667;6.783055584;23.5;1.015
HD 4308 b;Confirmed;0.0405;2005;1/10/2016;Submitted to a professional journal;Radial Velocity;11.1625;-65.6494444;21.9;0.85
HD 4313 b;Confirmed;2.3;2010;3/19/2010;Submitted to a professional journal;Radial Velocity;11.4166667;7.845;137;1.72
HD 43197 b;Confirmed;0.6;2009;9/08/2010;Submitted to a professional journal;Radial Velocity;93.4;-29.8972222;54.9;0.96
HD 43691 b;Confirmed;2.49;2007;11/27/2007;Published in a refereed paper;Radial Velocity;94.8958333;41.0922222;93.2;1.38
HD 44219 b;Confirmed;0.58;2009;9/08/2010;Submitted to a professional journal;Radial Velocity;95.0583333;-10.725;50.43;1
HD 45184 b;Confirmed;0.04;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;96.1833333;-28.78;21.9;1.01
HD 45350 b;Confirmed;1.79;2004;12/22/2010;Published in a refereed paper;Radial Velocity;97.1875;38.9627778;49;1.02
HD 45364 b;Confirmed;0.1872;2009;1/31/2012;Submitted to a professional journal;Radial Velocity;96.4083333;-31.4808333;32.6;0.82
HD 45364 c;Confirmed;0.6579;2009;1/31/2012;Submitted to a professional journal;Radial Velocity;96.4083333;-31.4808333;32.6;0.82
HD 45652 b;Confirmed;0.47;2008;10/14/2008;Published in a refereed paper;Radial Velocity;97.3041667;10.9338889;36;0.83
HD 46375 b;Confirmed;0.23;2000;2/24/2015;Published in a refereed paper;Radial Velocity;98.3;5.4627778;33.4;0.91
HD 47186 b;Confirmed;0.07167;2008;5/20/2013;Announced on a professional conference;Radial Velocity;99.0375;-27.6222222;37.84;0.99
HD 47186 c;Confirmed;0.35061;2008;5/20/2013;Announced on a professional conference;Radial Velocity;99.0375;-27.6222222;37.84;0.99
HD 4732 b;Confirmed;2.37;2013;4/28/2016;Published in a refereed paper;Radial Velocity;12.30811925;-24.13667289;56.5;1.74
HD 4732 c;Confirmed;2.37;2013;4/28/2016;Published in a refereed paper;Radial Velocity;12.30811925;-24.13667289;56.5;1.74
HD 47366 b;Confirmed;1.75;2016;1/19/2016;Published in a refereed paper;Radial Velocity;99.42083335;-12.98500002;80;1.81
HD 47366 c;Confirmed;1.86;2016;1/19/2016;Published in a refereed paper;Radial Velocity;99.42083335;-12.98500002;80;1.81
HD 4747 b;Confirmed;60.2;2016;8/21/2016;Published in a refereed paper;Radial Velocity;12.36152238;-23.21248221;18.69;0.82
HD 47536 b;Confirmed;5;2003;8/10/2012;Published in a refereed paper;Radial Velocity;99.4458333;-32.3397222;121.36;0.94
HD 48265 b;Confirmed;1.16;2008;5/20/2009;Published in a refereed paper;Radial Velocity;100.0083333;-48.5419444;87.4;0.93
HD 49674 b;Confirmed;0.1;2002;2/27/2015;Published in a refereed paper;Radial Velocity;102.875;40.8675;40.7;1.07
HD 50499 b;Confirmed;1.71;2005;12/29/2010;Published in a refereed paper;Radial Velocity;103.0083333;-33.9155556;47.26;1.27
HD 50554 b;Confirmed;5.16;2002;12/30/2010;Published in a refereed paper;Radial Velocity;103.675;24.2455556;31.03;1.04
HD 51608 b;Confirmed;0.0413;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;103.7125;-55.2594444;34.8;1.093333333
HD 51608 c;Confirmed;0.0565;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;103.7125;-55.2594444;34.8;1.146666667
HD 52265 b;Confirmed;1.05;2000;7/04/2013;Published in a refereed paper;Radial Velocity;105.075;-5.3669444;28;1.2
HD 52265 c;Confirmed;0.35;2013;7/04/2013;Published in a refereed paper;Radial Velocity;105.075;-5.3669444;28;1.2
HD 5319 b;Confirmed;1.94;2007;10/31/2007;Announced on a professional conference;Radial Velocity;13.7541667;0.7894444;100;1.56
HD 5319 c;Confirmed;1.15;2016;8/10/2016;Published in a refereed paper;Radial Velocity;13.7541667;0.7894444;100;1.56
HD 5583 b;Confirmed;5.78;2016;3/21/2016;Published in a refereed paper;Radial Velocity;14.48750002;34.98555558;221;1.01
HD 5608 b;Confirmed;1.4;2012;1/17/2013;Published in a refereed paper;Radial Velocity;14.5583;33.9508;58.2;1.55
HD 564 b;Confirmed;0.33;2014;1/08/2015;Published in a refereed paper;Radial Velocity;2.470833351;-50.26777778;54;0.92
HD 5891 b;Confirmed;7.6;2011;9/02/2011;Published in a refereed paper;Radial Velocity;15.1375;20.2925;251;1.91
HD 59686 A b;Confirmed;6.92;2003;8/03/2016;Submitted to a professional journal;Radial Velocity;112.95;17.0858333;96.8;1.9
HD 60532 b;Confirmed;9.21;2008;1/31/2012;Published in a refereed paper;Radial Velocity;113.5125;-22.2961111;25.7;1.44
HD 60532 c;Confirmed;21.8;2008;1/31/2012;Published in a refereed paper;Radial Velocity;113.5125;-22.2961111;25.7;1.44
HD 62509 b;Confirmed;2.9;2006;8/21/2015;Published in a refereed paper;Radial Velocity;116.325;28.0261111;10.34;1.47
HD 63454 b;Confirmed;0.39;2005;2/20/2015;Published in a refereed paper;Radial Velocity;114.8375;-78.2788889;35.8;0.8
HD 63765 b;Confirmed;0.64;2009;7/05/2011;Published in a refereed paper;Radial Velocity;116.9583333;-54.2641667;32.6;0.865
HD 6434 b;Confirmed;0.39;2000;12/30/2010;Published in a refereed paper;Radial Velocity;16.1666667;-39.4880556;40.32;0.79
HD 65216 b;Confirmed;1.26;2003;1/26/2014;Published in a refereed paper;Radial Velocity;118.4208333;-63.6472222;34.3;0.92
HD 65216 c;Confirmed;0.17;2011;1/26/2014;Submitted to a professional journal;Radial Velocity;118.4208333;-63.6472222;34.3;0.92
HD 66141 b;Confirmed;6;2012;11/12/2012;Published in a refereed paper;Radial Velocity;120.5667;2.3344;80.9;1.1
